,微博地址:,发布时间:,微博标题:,点赞数:,评论数,转发数,评论
0,https://m.weibo.cn/status/IqIov5r8I?mblogid=IqIov5r8I&luicode=10000011&lfid=1076032803301701,Wed Jan 22 23:09:18 +0800 2020,【人民微评：#防控疫情多助力莫添乱#！】口罩经营者哄抬物价，甚至串通涨价，不仅冒犯了公众情感，也触犯了法律。疫情当前，更需守法经营，别为了一时的畸形利益而扭曲经营之道。对不法行为依法查处，还应激励生产厂家供应足量口罩，投放市场，满足民众所需。防控疫情，把口罩戴起来！,52758,4472,2429,"['能不能呼吁减少走亲戚', '武汉医院超负荷运行，好多发烧的当地市民都排不了号，其中还可能有感染病毒的，求支援武汉更多医疗资源', '如果当初启动紧急措施，严格把控武汉人员流动，避免不必要的外出，现在也不至于全国蔓延了吧。其实当下严格把控也不晚，总比再进一步扩散的好。我们不是排挤武汉人，因为只有这样才能把影响降到最小。', '江苏拿你的高考题给我吓住阿冠！考它！', '真的买不到，连护理口罩都没了', '发国难财的原地爆炸吧！！', '建议全国暂时取消人流量密集的活动，比如影院、景点，我们不能身在一线奋战，但我们尽量别给国家添乱！', '你吃了野味，全国乃至世界要为你善后', '江苏挺住！！！听官方的！！！别造谣了！！！！', '在线等怎么让我爸妈听我的', '医用外科口罩 真的买不到 药店都是普通医用']"
1,https://m.weibo.cn/status/IqIgXzszS?mblogid=IqIgXzszS&luicode=10000011&lfid=1076032803301701,Wed Jan 22 22:50:44 +0800 2020,【#河北确诊首例新型肺炎病例#】22日，国家卫生健康委确认河北省首例新型冠状病毒感染的肺炎确诊病例。患者李某，男，72岁，武汉市人。1月18日，李某来石家庄探亲，19日因发热、咳嗽入院隔离治疗。经国家和河北省疾控中心病毒核酸检测，结果为阳性。当前，患者继续在定点医院隔离治疗，病情平稳。河北省已对6名密切接触者开展了隔离医学观察，目前无发热等异常情况。（记者 张腾扬）,640952,34964,10490,"['河北也没挺住[淚]', '故宫的事，日后再算', '别人我不敢说，就我认识的武汉人，包括我自己，我父母，我的亲朋好友，这个春节会全部呆在家里，不会外出，也不会去外地。请放心。然后祝大家平安。', '借楼 举报以下淘宝卖家贩卖野生动物 1.爱美膳旗舰店 2.京采泷庆食品专营店 3.青稞牧场 4.纯野味店 5.美人松土特产 6.山鲜调旗舰店 7.乐昌人家 8.聚狼优品 9.东昊蓝孔雀养殖基地 10.环鄱阳湖绿色生态馆 11.淼淼养殖 12.小刘珍禽野味 13.原味农家 14.珍鲜湾旗舰店 希望有关部门查验一下，谢谢', '如果前期我们多一点关心和重视，也许就不会造成现在的局面 ！生命只有一次，生命真的可贵啊！！！', '严格把控武汉吧，别再让人员四散了，多多劝告家里人，别不当回事', '江苏给我挺住！', '陕西 甘肃 青海 新疆 西藏 江苏 内蒙 挺住啊！', '政府不如呼吁一下过年不要走亲戚了，家庭聚餐年夜饭也最好取消吧', '救命', '河北挺住了 奈何武汉人直接来']"
2,https://m.weibo.cn/status/IqIdQBHpP?mblogid=IqIdQBHpP&luicode=10000011&lfid=1076032803301701,Wed Jan 22 22:43:04 +0800 2020,【#武汉确诊新型肺炎363例死亡9例#】截至1月21日24时，武汉市累计报告新型冠状病毒感染肺炎病例363例，已治愈出院28例，死亡9例。其中，#武汉新增确诊新型肺炎105例#，新增死亡病例3例。 人民日报的微博视频,50847,4254,719,"['我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕我超级害怕', '不是17例？[疑問]', '求求大家，某宝上哪家的口罩能迅速发货，价格可观的啊，妈妈那一批群体，因为买不到口罩，和价格太贵就放弃购买了，天天把口鼻暴露在外，我真的慌了。', '最初，没有人在意这场灾难，这不过是一场灾火，一次旱灾，一次传染病，一个物种的灭绝，一座城市的消失。直到这场灾难和每个人息息相关。（流浪地球）', '关键是好多中老年人，压根就不重视。跟他们说了好多遍，都快吵起来了才把口罩戴上。农村集市上戴口罩的人几乎没有，今天还在集市上看到一辆武汉牌照的车……怂的一批。有没有可能在电视上滚动播放，或者由相关部门跟三大运营商协调，发布预防的短信，要不然家里长辈跟农村是真的重视不起来……', '可使用含氯的消毒剂消毒 比如84‼️我觉得有必要提醒84和洁厕灵千万别混用呐‼️会中毒‼️ ‼️', '能不能说一下湖北周边的地级市到底有多少例啊！单武汉就300多例，周边的地级市难道就黄冈可以报道，其他武汉周边地级市不配么', '我是医药行业的一个采购人员，口罩已经被各大供应商零售商炒高了，批发翻了五倍，零售翻了二三十倍以上。病人越来越多，口罩越炒越贵，我痛恨这种发国难财的行为，但无能为力。为了逃避追踪，私人账号现金账户交易，不开发票。求国家出面约谈生产企业，加大生产，打击倒卖炒货。', '這不就是昨天的數據嗎？？？？', '治愈出院28例竟然让我放松了一些…（不知道是不是过度乐观）', '秦岭：有哥在！不用怕！ 秦始皇陵：陕西由我守护！ 陕西挺住！中国加油！！']"
3,https://m.weibo.cn/status/IqI6mFRjL?mblogid=IqI6mFRjL&luicode=10000011&lfid=1076032803301701,Wed Jan 22 22:24:37 +0800 2020,【#新型肺炎已致湖北17人死亡#】#湖北新型肺炎累计444例死亡17例#湖北省政府召开新闻发布会，截至今天晚上8点，湖北省累计报告新型冠状病毒感染病例444例，17人死亡。,1226033,61445,31463,"['死亡17例？？？是我看错了吗怎么一下突然这么多啊', '微博消息很及时，宣传很到位……但该让那些不玩微博得知道了', '大家多给中老年人宣传一下，现在好多中老年都不相信疫情的严重性！很多人都不知道情况，跟他们普及也听不进去，觉得小题大做，电视多做普及吧，特别是三大运营商短信通知起码引起重视，又逢春运，人流密集，再不重视，不提前预防，更是让人担忧', '请求湖北地级城市实时疫情透明化🙋🙋🙋 湖北武汉周边地级市的情况呢？很害怕。我在距离武汉一个半小时车程的县里。目前没有收到县里村里任何消息，基本可以说周围的人80%都是经过武汉回来的，甚至是长期逗留在武汉的', '17人了！不是开玩笑呢了！请求尽快将武汉作出强制限行措施、不是「建议」而且强制性管控、所有武汉出发前往经由的航班全部取消、高铁火车不经停通过。现在愈发严重了、春节每年都有、生命只有一次、共同抑制病情的扩散发展是当务之急！', '我跟我妈说死了十几个了 她说别说这些晦气的', '我认为短信真的要安排上了，我们这里有人确诊了，但好多人不知道，我看见戴口罩的都是年轻人', '最初，没有人在意这场灾难，这不过是一场灾火，一次旱灾，一次传染病，一个物种的灭绝，一座城市的消失。直到这场灾难和每个人息息相关。（流浪地球）', '我真的希望武汉封城，这个想法对于武汉人民来说很自私。但是不封城对于其他省份的人来说就公平吗？但凡其他省份得过病的都是去过武汉的或者是从武汉来的', '感觉死亡率比“非典”还要高。重视程度还不够啊。三线城市很少有人戴口罩，很多公共区域没有安全提示。人们根本没有重视到这场疫情的严重性。国家应该加大宣传力度。', '上午才9个人 这会儿17个了？？？']"
4,https://m.weibo.cn/status/IqI57gF02?mblogid=IqI57gF02&luicode=10000011&lfid=1076032803301701,Wed Jan 22 22:21:32 +0800 2020,【#新型肺炎已致湖北17人死亡#】#湖北新型肺炎累计444例死亡17例#湖北省政府召开新闻发布会，截至今天晚上8点，湖北省累计报告新型冠状病毒感染病例444例，17人死亡。,27232,2963,2025,"['举报以下淘宝卖家贩卖野生动物： 1.爱美膳旗舰店 2.京采泷庆食品专营店 3.青稞牧场 4.纯野味店 5.美人松土特产 6.山鲜调旗舰店 7.乐昌人家 8.聚狼优品 9.东昊蓝孔雀养殖基地 10.环鄱阳湖绿色生态馆 11.淼淼养殖 12.小刘珍禽野味 13.原味农家 14.珍鲜湾旗舰店 希望有关部门查验一下，谢谢。', '死亡17例？！是我看错了吗？？', '这么快？', '非典的时候我不害怕，因为我还是个孩子，现在我害怕了，因为我有了孩子', '确诊数一直在涨，可怕的是治愈数一直没变过啊，阿冠哥，你去找那些吃野味的好不好啊！🙏🙏🙏', '但凡那么几个憨批管住自己的b嘴 不吃野味 也不至于全国乃至全世界为他们善后', '一个省这么多！！！！', 'yxh有病吗 每天复制那几句话要看吐了', '现在国家比我们还着急，新病毒感染途径和特征需要时间去研究，我们需要做的是： 1、没有特殊情况，老老实实家里呆着 2、命比过年重要，实在不行就异地过个年 3、不要侥幸，认真按照专家的话做好防御 4、相信我们国家的实力，17年前我们能打败非典，现在更能。', '啊啊啊！！某些人嘴巴一时爽，送了一群人火葬场', '保佑🙏']"
5,https://m.weibo.cn/status/IqI21v3hS?mblogid=IqI21v3hS&luicode=10000011&lfid=1076032803301701,Wed Jan 22 22:13:56 +0800 2020,【#人民直播#：#湖北新型肺炎防控工作新闻发布会#】22日，湖北省召开新闻发布会，通报全省新型冠状病毒感染肺炎疫情防控工作。关注！ 人民日报的微博直播 .,648150,33904,9525,"['速度快的恐怖，面对疫情不需要粉饰太平也不需要制造恐慌，我们能做的就是保护好自己，对自己对家人朋友负责，不给国家添麻烦', '求求播报一下湖北省地级市确诊人数情况', '但凡那么几个憨批管住自己的b嘴 不吃野味 也不至于全国乃至全世界为他们善后', '我作为一个武汉人，现在要做的，是要尽量待在家里，少去人多的地方。如果必须要出去，请务必戴上口罩！ 最后说一句，武汉加油！！！', '换套领导班子吧 应急错失到现在都没做好 “小汤山”早该搞起来了，那么多病人只能回家自行观察，市场还在卖野味，真的乱套！！！！', '湖北的周边城市到底感染了几例！', '我的心都系在这件事上了', '市长下台封城', '评论别他妈复制粘贴了烦不烦复读机？', '学学人家江苏，人家自己隔离自己，非常重视这件事情，我以后再也不吐槽江苏zf了', '尼玛的读稿机？？问你农村怎么办？你他妈的低头读稿？？开尼玛的发布会！！农村医疗设备落后感染了怎么办？！！现在压根没有为农村的情况做准备！无情啊！！真的哭了！！']"
6,https://m.weibo.cn/status/IqHYM0Tem?mblogid=IqHYM0Tem&luicode=10000011&lfid=1076032803301701,Wed Jan 22 22:05:55 +0800 2020,【#武汉要求全市在公共场合佩戴口罩#】22日，武汉市政府发布通告，#武汉公共场所实施佩戴口罩控制措施#。各公共场所经营者应当要求进入其场所的顾客佩戴口罩后方可进入其经营的公共场所，并在场所入口处设置醒目、清晰的佩戴口罩的提示；对未佩戴口罩进入场所者应当予以劝阻，对不听劝阻的人员，由各相关主管部门按照各自职责依法处理。构成违反治安管理行为的，由公安机关依法予以处罚；构成犯罪的，依法追究刑事责任。（田豆豆）,854732,23943,9932,"['借个地方，举报以下淘宝卖家贩卖野生动物： 1.爱美膳旗舰店 2.京采泷庆食品专营店 3.青稞牧场 4.纯野味店 5.美人松土特产 6.山鲜调旗舰店 7.乐昌人家 8.聚狼优品 9.东昊蓝孔雀养殖基地 10.环鄱阳湖绿色生态馆 11.淼淼养殖 12.小刘珍禽野味 13.原味农家 14.珍鲜湾旗舰店 希望有关部门查验一下，谢谢。', '问题是现在都没有那么多口罩', '全国都要如此 不止武汉', '不仅武汉 全国都要出门戴口罩！', '速度快的恐怖，面对疫情不需要粉饰太平也不需要制造恐慌，我们能做的就是保护好自己，对自己对家人朋友负责，不给国家添麻烦', '请加大宣传力度，🙏 身边有些人还是不信，非说是卖口罩的炒作！谢谢！相信国家', '大家多给中老年人宣传一下，现在好多中老年都不相信疫情的严重性！很多人都不知道情况，跟他们普及也听不进去，觉得小题大做，电视多做普及吧，特别是三大运营商短信通知起码引起重视，又逢春运，人流密集，再不重视，不提前预防，更是让人担忧', '我爸妈：我们这又不是武汉，你看大街上谁戴口罩了？就你一天天神经兮兮的，都是卖口罩的炒作。', '今天，钟南山院士佩带党徽出现在疫情最为严重的武汉医疗一线，这个动人的场景真的让我眼含热泪。84岁的人了，又正值春节来临，他置自己的安危于不顾，一心为了战胜疫情，这就是一个老党员的崇高品质。向敬爱的钟院士致敬，向全国的医护工作者致敬，祝你们过年好！', '这样最好了，保护好自己也是为了别人', '戴口罩 戴口罩 戴口罩 本以为今年最抢手的年货 是猪肉 没想到最后关头 口罩杀出重围']"
7,https://m.weibo.cn/status/IqHKm9Vds?mblogid=IqHKm9Vds&luicode=10000011&lfid=1076032803301701,Wed Jan 22 21:30:24 +0800 2020,【不漏一车不漏一人！#武汉对进出城车辆人员实施疫情排查#】#武汉排查进出城车辆人员#为有效应对新型冠状病毒感染的肺炎疫情，武汉市决定即日起（22日）全市启动进出城道口重大疫情排查防控工作，依法依规对过往车辆及人员实施疫情排查防控。市指挥部要求各区依托全市公安检查站设置疫情检测点，严格筛查检测，坚决防止疫情输出扩散风险。不漏一车、不漏一人！即日起，武汉在进出城道口对过往车辆及人员实施疫情排查,56819,3570,830,"['早该如此了…春运都十几天了', '那两个发烧还偷偷跑去上海的人，应该抓起来！可恨的是还发微博炫耀！', '是吗 我认识一个朋友今天刚出武汉 还发了个朋友圈炫耀 “成功出逃” 并说没人查', '请加大宣传力度，🙏 身边有些人还是不信，非说是卖口罩的炒作！谢谢！相信国家', '关键是有潜伏期，当时查不出来，实际上已经扩散了。突然间爆发的确诊人数就是证据，武汉早就应该封城，现在封已经晚了，何况他还不封。感觉比电影《铁线虫》更可怕，电影里起码还有特效药，而我们现在没有。', '严格排查 为什么扬州一女子明知丈夫已确诊新型冠状病毒感染的肺炎还能坐高铁回扬州探亲访友？难道确诊人员的家属不需要隔离观察的吗？', '严格一点，不要乱跑！', '这就对啦兄弟！如果需要，一定要封城！全国14亿人口的安全呀……', '那些号召去影院看电影的明星们，你们太不要脸了，为了票房不管老百姓死活了，太令人失望了', '我们在湖北十堰的小地级市，今天只有人民日报说了有疑似肺炎在我市。地方的媒体报纸都不说明详细情况。还把没有肺炎的消息置顶！', '今天看朋友圈，一个武汉的人说从高速武昌口被检测了一下，从凤凰山出口，毛都没有，所以我想问:武汉的领导是严肃的吗?']"
8,https://m.weibo.cn/status/IqHIxxsFX?mblogid=IqHIxxsFX&luicode=10000011&lfid=1076032803301701,Wed Jan 22 21:25:56 +0800 2020,#致敬白衣战士#【心疼！这是#抗疫一线90后护士的手#】这是一位90后男护士的手。22日凌晨1点多，武汉市中心医院，28岁的王涛下夜班后，脱下厚厚的防护服，摘下手套，拍下了自己早就习以为常的手。“手上出汗很多，汗水浸久了就会这样，我和同事的手基本上都是这样。”王涛说，他之前在手术室工作，这个月主动报名参与抗疫一线救治，和同事携手作战。（程远州、李蓓）,506670,16411,10783,"['她们也只是孩子啊🙏🙏🙏', '医护人员 你们辛苦了', '哪有什么白衣天使，不过是一群孩子换了一身衣服，学着像前辈一样，治病救人和死神抢人罢了。 吃野味biss', '致敬，你们也是逆行者！', '今天，钟南山院士佩带党徽出现在疫情最为严重的武汉医疗一线，这个动人的场景真的让我眼含热泪。 84岁的人了，又正值春节来临，他置自己的安危于不顾，一心为了战胜疫情，这就是一个老党员的崇高品质。向敬爱的钟院士致敬，向全国的医护工作者致敬，祝你们过年好！', '加油', '致敬！爱你们！', '武汉人是我们同胞，我们希望远离的是病毒源，不是针对的武汉人。武汉人不乱跑，是控制病源不扩散的最好办法。不是嫌弃武汉人，只是非常时期，非常手段而已。大家都是希望尽快控制疫情！', '真的辛苦了', '一线的工作人员都要平安啊！！！！！', '2003年非典时期，全世界守护90后，2020年，换90后来守护这个世界']"
9,https://m.weibo.cn/status/IqHtlv14B?mblogid=IqHtlv14B&luicode=10000011&lfid=1076032803301701,Wed Jan 22 20:48:29 +0800 2020,【转发辟谣！#关于新型肺炎的9大谣言#】北京协和医院一确诊武汉肺炎患者跑了？武汉市卫健委副主任感染后被隔离？成都男子经武汉停留10分钟被感染新型冠状病毒？新型冠状病毒感染的肺炎引发关注，与之同样赢得“关注”的还有不少谣言。戳图了解↓↓不信谣，不传谣！转扩！,25941,1884,7691,"['求求前排不要复制粘贴文案了 看着很烦', '影院封闭不透气，建议我们可爱的明星不要再宣传大家春节去影院看电影了，健康重要，大家尽量别去公共场所了。待在家里看春晚吧，也给奋战在一线的医护人员减轻点负担。愿大家都健康。', '造谣的找打', '今天，钟南山院士佩带党徽出现在疫情最为严重的武汉医疗一线，这个动人的场景真的让我眼含热泪。84岁的人了，又正值春节来临，他置自己的安危于不顾，一心为了战胜疫情，这就是一个老党员的崇高品质。向敬爱的钟院士致敬，向全国的医护工作者致敬，祝你们过年好！', '刚吃完一片维c的我笑容逐渐消失', '第五条真是想@ 所有阴谋论戏精们、这几天关于病毒的微博下、各种人在大开脑洞、各种美帝阴谋啥的、以为自己是神探了！微博这几天大家已经为了疫情的事够乱了、这些人还不忘继续煽动情绪、当然一部分是部分当地人想甩锅、就是不想承认是地区野生动物造成的！', '武汉交通一切正常？？？我倒希望这条不是谣言……', '太可怕了 今天推送全是确诊 大家注意', '一不喜欢造谣，二不喜欢评论里复制粘贴抖机灵的', '划重点！李兰娟院士表示：1、冠状病毒“56℃，30分钟，就死亡了。2、乙醚、75%的乙醇、含氯的消毒剂都可以有效地灭活病毒。”3、一定要吃熟的食物，不要吃生的食物。', '急诊ICU主任李树生曾经参加过非典战役。他提醒，尽管新型冠状病毒疫情形势严峻，散发病人越来越多，但比起2003年，如今各项技术手段已不可同日而语，市民不用过于恐慌。目前重症病人主要是年龄较大有基础疾病的老人，所以老年朋友尤其要防范，减少聚会，注意开窗通风，戴口罩，勤洗手洗脸。大家保重！']"
